query,score,name,type,id,image,description,url,article
plums,12.13719940185547,Schooled,Book Thing,kg:/m/0dllql6,,Novel by Gordon Korman,https://en.wikipedia.org/wiki/Schooled_(novel),Schooled is a 2007 children's novel by Gordon Korman.
plums,7.0,Plums,Thing,kg:/g/1q5j776cm,,,,
plums,7.0,Plums,VisualArtwork Thing,kg:/g/11c2q011k2,,Artwork,,
plums,7.0,Plums,MusicGroup Thing,kg:/m/0dp7s_4,,Musical group,,
plums,7.0,Plums,MusicRecording Thing,kg:/m/0g090yl,,,,
pomegranates,934.8157958984375,Pomegranate,Thing,kg:/m/0jwn_,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSze0-r20cVZ6s4ZMaPyIMfy51s7eblyhx3e0J0KPRD8kMdunYF,Fruit,https://en.wikipedia.org/wiki/Pomegranate,"The pomegranate is a fruit-bearing deciduous shrub in the family Lythraceae, subfamily Punicoideae, that grows between 5 and 10 m tall.
"
pomegranates,558.71875,Pomegranates,Thing,kg:/m/01y050,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTfYiNbLHG3rnfS9rnCBEz4stiokB5qy415GqwFOgOpJhS5ZXaO,Plants,https://en.wikipedia.org/wiki/Punica,"Punica is a small genus of fruit-bearing deciduous shrubs or small trees. The better known species is the pomegranate. The other species, the Socotra pomegranate, is endemic to the island of Socotra. "
pomegranates,119.0612716674805,The Color of Pomegranates,Movie Thing,kg:/m/05hmb7,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTo_2n4Zmu7BPb4DOYdTtC8wwpq6kziCzoJgsku2J7fzlZKlUKD,1969 film,https://en.wikipedia.org/wiki/The_Color_of_Pomegranates,The Color of Pomegranates is a 1969 Soviet art film written and directed by Sergei Parajanov. The film is a poetic treatment of the life of 18th-century Armenian poet and troubadour Sayat-Nova. 
pomegranates,21.93141746520996,Gate of the Pomegranates,Thing Place TouristAttraction,kg:/m/0qfn9m1,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQVZknCzNxOhwdaeATF7kbZeHavapwzNavmj7rrssvk1FdfV3wL,"Monument in Granada, Spain",https://en.wikipedia.org/wiki/Gate_of_the_Pomegranates,"The Gate of the Pomegranates is an historical access point of a pathway that leads through the Forest of the Alhambra to the Nasrid palace that is the Alhambra, located in the city of Granada, Spain. "
pomegranates,15.87400817871094,Tehran Has No More Pomegranates!,Movie Thing,kg:/m/04sw809,,2006 film,https://en.wikipedia.org/wiki/Tehran_Has_No_More_Pomegranates!,"Tehran Has No More Pomegranates! is a 2006 musical-comedy Iranian Crystal Simorgh award-winning film produced, directed and written by Massoud Bakhshi."
pomegranates,13.96596527099609,A Garden of Pomegranates,Book Thing,kg:/m/02w2672,,Book by Israel Regardie,https://en.wikipedia.org/wiki/A_Garden_of_Pomegranates,"A Garden of Pomegranates is a 160-page book, written by Israel Regardie in 1931. The first edition was published in 1932. The book was printed four times, with a second edition being published in 1970 by Llewellyn Publications. "
pomegranates,13.78812217712402,Unripe Pomegranates,Movie Thing,kg:/g/1z2crnpdn,,2014 film,,
pomegranates,7.967427253723145,Grapes and Pomegranates,Thing VisualArtwork,kg:/g/11ckvdqp75,,Artwork,,
pomegranates,7.0,Pomegranates,Thing VisualArtwork,kg:/g/11fj2nyj49,,Artwork,,
pomegranates,7.0,Pomegranates,Thing Event,kg:/g/11hzynvxkd,,,,
pomegranates,7.0,Pomegranates,Thing VisualArtwork,kg:/g/11cktgvctf,,Artwork,,
pomegranates,7.0,Pomegranates,Thing Event,kg:/g/11fshcrg87,,,,
pomegranates,7.0,Pomegranates,Thing MusicRecording,kg:/g/11g9w7j841,,,,
pomegranates,7.0,Pomegranates!,Thing,kg:/g/11c5wnjckc,,,,
pomegranates,7.0,Pomegranates,Thing MusicRecording,kg:/m/012mk6w9,,,,
pomegranates,7.0,Pomegranates,Thing,kg:/g/11c6syk573,,,,
pomegranates,7.0,Pomegranates!,Thing MusicRecording,kg:/g/11c5ssc_pk,,,,
pomegranates,7.0,Pomegranates,Thing,kg:/g/11b6xbywll,,,,
pomegranates,7.0,Pomegranates,Thing Event,kg:/g/11fpmhx0y4,,,,
pomegranates,7.0,Pomegranates,Thing VisualArtwork,kg:/g/11cktgt9v9,,Artwork,,
potatoes,1726.85986328125,Potato,Thing,kg:/m/05vtc,,,,
potatoes,891.9774780273438,Mashed potato,Thing,kg:/m/02fvjy,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT968D0IJ4aWsf7xP5SWbQxU_pagBJsVcvNJPqmBg6WNe-Od71j,Side dish,https://en.wikipedia.org/wiki/Mashed_potato,"Mashed potato or mashed potatoes, colloquially known as mash, is a dish prepared by mashing boiled potatoes. Milk, butter, salt and pepper are frequently used in preparation. The dish is usually a side dish to meat or vegetables. A similar dish not mashed to total smoothness is known as smashed potatoes.
"
potatoes,793.3917236328125,French fries,Thing,kg:/m/02y6n,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRrfvc0sVZeJ3ZnS-JnnmbkmTNb3Poc9JZBapX5bPYueQ0z_4az,Dish,https://en.wikipedia.org/wiki/French_fries,"French fries, or simply fries, chips, finger chips, or french-fried potatoes, are batonnet or allumette-cut deep-fried potatoes.
"
potatoes,482.9396667480469,Hash browns,Thing,kg:/m/04shrv,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRzC_aQJ588q4ErfXPr5DOvQe2Cv5Gy3yK7dt4z1CbTuuykeA_j,Dish,https://en.wikipedia.org/wiki/Hash_browns,"Hash browns or hashed browns are a simple and popular American breakfast dish in which potatoes are pan-fried after being shredded, diced, julienned or riced, in the style of a Swiss Rösti. "
potatoes,347.1946716308594,Roasted sweet potato,Thing,kg:/g/1hc0g_vwn,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQPBtN5nj5TKA8OcVyrPw37INFdOuWfj_8awcfyRi2TBHQ7OKAF,Food,https://en.wikipedia.org/wiki/Roasted_sweet_potato,Roasted sweet potato is a popular winter street food in East Asia.
potatoes,323.3883056640625,Daigaku-imo,Thing,kg:/g/12340wz3,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRXmtoelv62Pd6mn6peZNDrM7qPpW9cZWEiBYiYVHuekpWUu8KL,,,
potatoes,204.7627105712891,Instant mashed potatoes,Thing,kg:/m/076w3k,,Food,https://en.wikipedia.org/wiki/Instant_mashed_potatoes,"Instant mashed potatoes are potatoes that have been through an industrial process of cooking, mashing and dehydrating to yield a packaged convenience food that can be reconstituted by adding hot water or milk, producing an approximation of mashed potatoes. "
potatoes,158.4970245361328,Potatoes,Thing Movie,kg:/m/0b_fj0q,,1969 film,,
potatoes,73.8839111328125,Potato,Thing,kg:/g/12hhgq9_h,,,,
potatoes,9.722135543823242,Russet potato,Thing,kg:/g/11c58lt0b9,,,https://en.wikipedia.org/wiki/Russet_potato,"A russet potato is a type of potato that is large, with dark brown skin and few eyes. The flesh is white, dry, and mealy, and it is suitable for baking, mashing, and french fries. Russet potatoes are also known as Idaho potatoes in the United States."
potatoes,7.0,PoTAtOES,Thing,kg:/g/1q5jz6zc7,,,,
potatoes,7.0,Potatoes,Thing,kg:/g/11fqdbqyjj,,,,
potatoes,7.0,Potatoes,Thing Book,kg:/m/0c5kl76,,,,
potatoes,7.0,Potatoes,Thing,kg:/g/11j3xmy8dm,,,,
potatoes,7.0,Potatoes,Thing,kg:/g/11h95dt7l6,,,,
potatoes,7.0,Potatoes,VideoGame Thing,kg:/g/11dfwyd0vf,,,,
pumpkins,3663.711669921875,Squash,Thing,kg:/m/012c4n,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRBMaj-a_QwyWHS0mJNPlMixyp6WQmZ5A7lYkwDG31OJlylIdBR,Plants,https://en.wikipedia.org/wiki/Cucurbita,"Cucurbita is a genus of herbaceous vines in the gourd family, Cucurbitaceae native to the Andes and Mesoamerica. Five species are grown worldwide for their edible fruit, variously known as squash, pumpkin, or gourd, depending on species, variety, and local parlance, and for their seeds. "
pumpkins,918.764892578125,Field pumpkin,Thing,kg:/m/02p1f_j,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTuo55mODQVCfQVzkDRVXmcHDFKD-3RRTmU-ELuBnWzIEyIoDy3,Plants,https://en.wikipedia.org/wiki/Cucurbita_pepo,"Cucurbita pepo is a cultivated plant of the genus Cucurbita. It yields varieties of winter squash and pumpkin, but the most widespread varieties belong to the subspecies Cucurbita pepo subsp. pepo, called summer squash.
"
pumpkins,842.8206176757812,Jack-o'-lantern,Thing,kg:/m/01d4b2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTfPpvZ8ucaYVs0d-dVO3uQTqX9C2ZEOUD-84TQ8dWO6TAHa8eF,,https://en.wikipedia.org/wiki/Jack-o'-lantern,"A jack-o'-lantern is a carved pumpkin, turnip, or other root vegetable lantern associated with Halloween. Its name comes from the phenomenon of a strange light flickering over peat bogs, called will-o'-the-wisp or jack-o'-lantern. "
pumpkins,618.69775390625,Pumpkinseed,Thing,kg:/m/03v636,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQzW-2QAQ8iGzvDo7RJ0kYc2fv9z25hhnACrR8Yolp2iBBR_QFK,Fish,https://en.wikipedia.org/wiki/Pumpkinseed,"The pumpkinseed is a North American freshwater fish of the sunfish family of order Perciformes. It is also referred to as pond perch, common sunfish, punkie, sunfish, sunny, and kivver."
pumpkins,119.4999237060547,Naïve New Beaters,Thing,kg:/m/07kbpq3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjs0_ejwShz_K8w5A-p8QoEJisy6LuWT6AbMPtpsXGQFuR4KfA,Musical artist,https://en.wikipedia.org/wiki/Na%C3%AFve_New_Beaters,"Naïve New Beaters is a French pop band from Paris.
Their style incorporates elements from rap, rock and electro house. The band was formed in 2005 and found initial internet fame on YouTube in 2007 with the music video for their first single ""Bang Bang"" eventually receiving over 100,000 views. "
pumpkins,99.802978515625,Five Little Pumpkins,Thing,kg:/g/11c2pm00px,,Song by Super Simple Learning,,
pumpkins,75.93091583251953,Cute Is What We Aim For,Thing MusicGroup,kg:/m/0crwm1,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTlm71CGl0S8zT2ytMReOEouk7Q0eMjR4J0EKfv6ZvRLO6mD9Hn,Rock band,https://en.wikipedia.org/wiki/Cute_Is_What_We_Aim_For,"Cute Is What We Aim For is an American rock band from Buffalo, New York. The band formed in 2005, and have since released two albums: The Same Old Blood Rush with a New Touch and Rotation. "
pumpkins,67.28048706054688,Grant Lee Buffalo,Thing MusicGroup,kg:/m/03vb4_,,Rock band,https://en.wikipedia.org/wiki/Grant_Lee_Buffalo,"Grant Lee Buffalo was an American rock band based in Los Angeles, California, United States, consisting of Grant-Lee Phillips, Paul Kimble and Joey Peters. All three were previously members of another Los Angeles band, Shiva Burlesque."
pumpkins,65.65022277832031,Monsters vs Aliens: Mutant Pumpkins from Outer Space,Movie Thing,kg:/m/0gxn0qy,,2009 film,https://en.wikipedia.org/wiki/Monsters_vs._Aliens:_Mutant_Pumpkins_from_Outer_Space,"Monsters vs. Aliens: Mutant Pumpkins from Outer Space is a 2009 Halloween television special, based on the film Monsters vs. Aliens. It was produced by DreamWorks Animation and directed by Peter Ramsey. "
pumpkins,63.68785858154297,When Pumpkins Blossomed,Book Thing,kg:/g/122jdy58,,Novel by Dragoslav Mihailović,,
pumpkins,60.34638595581055,DreamWorks Spooky Stories,TVSeries Thing,kg:/m/0_m0f3p,,TV program,,
pumpkins,52.64348220825195,Pumpkins,Movie Thing,kg:/g/11f4qfkndc,,2018 film,,
pumpkins,25.33580207824707,The Smashing Pumpkins,Thing MusicGroup,kg:/m/07r1_,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcThYODjPx1qrzkXOtd30FihT-vL4Ik_HKjY69TtbVrEKvLURDdu,Rock band,https://en.wikipedia.org/wiki/The_Smashing_Pumpkins,"The Smashing Pumpkins are an American alternative rock band from Chicago, Illinois. Formed in 1988 by frontman Billy Corgan, D'arcy Wretzky, James Iha, and Jimmy Chamberlin, the band has undergone many line-up changes. "
pumpkins,10.48218536376953,Agent M,Thing MusicGroup,kg:/m/01wfprl,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS6ZwSnKZb4uq6LE5G9ENY38XA2iT4qc7c_203ucJ_vduUhy8xn,Rock band,https://en.wikipedia.org/wiki/Agent_M_(band),"Agent M is an Estonian alternative rock group with new wave and post-punk influences. Their songs are sung in Estonian and English.
Agent M started as a studio project of guitarist Marten Vill and a female singer Merili Varik in late 2004. Singles ""7 Surmapattu"" and ""Kus on mu kodu"" gained attention by local radios and a full live band was formed.
The band has released five videos and two of them entered the MTV Baltic playlists. In spring 2007, Agent M was announced as the winner of Baltic New Music Chart. The band released an EP ""Šokolaad"" in 2006 and a full album Spionaaž in 2007. Band was disbanded in the autumn 2009."
pumpkins,7.24226713180542,D'arcy Wretzky,Thing Person,kg:/m/01qsc9,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTeJhdfmP7_V3JL3WImF9F6SZfZ6O34Xdt3_CbtP_XGE9cvsVPp,American musician,https://en.wikipedia.org/wiki/D'arcy_Wretzky,D'arcy Elizabeth Wretzky-Brown is an American musician. She is the original bass player of the alternative rock band the Smashing Pumpkins and is credited on their first five studio albums. She left the band in 1999.
pumpkins,7.0,Pumpkins,VisualArtwork Thing,kg:/g/11c2kgh27y,,,,
pumpkins,7.0,Pumpkins,Thing,kg:/g/11j1jqx7k_,,,,
pumpkins,7.0,Pumpkins,Event Thing,kg:/g/11fps8xcsw,,,,
pumpkins,7.0,Pumpkins!,Event Thing,kg:/g/11fmljmjs6,,,,
pumpkins,7.0,Pumpkins,Thing,kg:/g/11h950qp1v,,,,
radicchio,3213.8154296875,Chicory,Thing,kg:/m/015rkd,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT4M70SS2WHgSuk7sRM51VLDTKB0AoGMm8t6JrAt_S5Sabukctr,Plants,https://en.wikipedia.org/wiki/Chicory,"Common chicory, Cichorium intybus, is a somewhat woody, perennial herbaceous plant of the dandelion family Asteraceae, usually with bright blue flowers, rarely white or pink. "
radicchio,2319.29052734375,Radicchio,Thing,kg:/m/03n3wh,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT3rgDeZRjhUEkw4i7WXzhcAB0vE_rkwBjIs65de7CJsDPhsGZD,Plants,,
radicchio,967.422119140625,Chicory,Thing,kg:/g/121k3f37,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT3rgDeZRjhUEkw4i7WXzhcAB0vE_rkwBjIs65de7CJsDPhsGZD,Plants,https://en.wikipedia.org/wiki/Radicchio,Radicchio is a perennial cultivated form of leaf chicory sometimes known as Italian chicory because of its common use in Italian cuisine. It is grown as a leaf vegetable and usually has colorful white-veined red leaves that form a head. Radicchio has a bitter and spicy taste which mellows if it is grilled or roasted.
radicchio,128.7101898193359,Belgian endive,Thing,kg:/g/120p50kb,,Plants,,
radicchio,93.93656921386719,Radicchio rosso di Treviso,Thing,kg:/g/1q6hz9cly,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSi_eJzna7kUEdC9jGP4W002yhAouJMrmM-RAvK4M7x-aPM4hQK,,,
radicchio,30.05045509338379,Sugarloaf chicory,Thing,kg:/g/1227jr0r,,Plants,,
radicchio,23.47389030456543,Radicchio of Verona,Thing,kg:/g/11bw7d1zcn,,,,
radicchio,14.3529052734375,Chez Panisse Vegetables,Book Thing,kg:/m/05lm7_5,,,,
radicchio,7.0,Radicchio,Thing,kg:/g/11g1j4zczl,,,,
radicchio,1.0,Radicchio,Thing,kg:/g/11c3mr_6m9,,,,
radishes,1384.075805664062,Radishes,Thing,kg:/m/07ky4k,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTDrgbZ3jome4TxF_bEikjKm6uhDiq_fmzl3rGKSKoLAPfzbOF9,Plants,https://en.wikipedia.org/wiki/Raphanus,"Raphanus is a genus within the flowering plant family Brassicaceae.
Carl Linnaeus described three species within the genus: the cultivated radish, the wild radish or jointed charlock, and the rat-tail radish. "
radishes,643.7840576171875,Radish,Thing,kg:/g/120jqr76,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRcGX095VRk983NysVeQSkuV8gbniLLdYWFf7uHbsZnETiS2Rvf,Vegetable,https://en.wikipedia.org/wiki/Radish,"The radish is an edible root vegetable of the family Brassicaceae that was domesticated in Asia in pre-Roman times.
Radishes are grown and consumed throughout the world, being mostly eaten raw as a crunchy salad vegetable with bite. "
radishes,484.8998107910156,Daikon,Thing,kg:/m/018nds,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTcq04a76GZBC-N6f5expySBR-kFYesV6oQZbBAbU9CsRMr844G,Daikon,https://en.wikipedia.org/wiki/Daikon,"Daikon, Raphanus sativus var. longipinnatus, also known by many other names depending on context, is a mild-flavored winter radish usually characterized by fast-growing leaves and a long, white, napiform root. "
radishes,62.47513961791992,Night of the Radishes,TouristAttraction Thing,kg:/m/088q67,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQEoFiV345sj2JMpt6NOLdZZKbTmqEDUAQpkT8725GFR4BePQ0D,,https://en.wikipedia.org/wiki/Night_of_the_Radishes,"The Night of the Radishes is an annual event held on December 23 in Oaxaca, Mexico, dedicated to the carving of oversized radishes to create scenes that compete for prizes in various categories.
"
radishes,9.830315589904785,Rude Ramsay and the roaring radishes,Book Thing,kg:/m/06py966,,Book by Margaret Atwood,,
radishes,7.0,Radishes,Thing MusicRecording,kg:/g/11bx2kh5_2,,,,
raspberries,360.0911865234375,Strawberry tree,Thing,kg:/m/069273,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSBZcmtzkjgnzMnykynFxeOL16Ua80iHiQ25ZpnL0Zx-9DUL35M,Plants,https://en.wikipedia.org/wiki/Arbutus_unedo,"Arbutus unedo, the strawberry tree, is an evergreen shrub or small tree in the family Ericaceae, native to the Mediterranean region and western Europe north to western France and Ireland. "
raspberries,330.5142822265625,Raspberry,Thing,kg:/m/01pd2g,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSFIl3OYm5-On3J2xIdfJSBYIm0LwJuEgqHtaaJE8TPHcKX2hH6,Fruit,https://en.wikipedia.org/wiki/Raspberry,"The raspberry is the edible fruit of a multitude of plant species in the genus Rubus of the rose family, most of which are in the subgenus Idaeobatus; the name also applies to these plants themselves. Raspberries are perennial with woody stems."
raspberries,105.6242065429688,Tayberry,Thing,kg:/m/0gzn_w,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRKI-qBzEVl39RXG37G_FLi-Su_J7DRktUrzsYwIRPt9E93WFR1,Plants,https://en.wikipedia.org/wiki/Tayberry,"Tayberry is a cultivated shrub in the genus Rubus of the family Rosaceae patented in 1979 as a cross between a blackberry and a red raspberry, and named after the river Tay in Scotland.
"
raspberries,88.5478515625,Thimbleberry,Thing,kg:/m/05bxlr,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcScFitQ1sza-E6PycqrnJ6vyGnpbKjZNpuJoMeec8vSrFTXgZ1R,Plants,https://en.wikipedia.org/wiki/Rubus_parviflorus,"Rubus parviflorus, commonly called thimbleberry, is a species of Rubus native to northern temperate regions of North America. It bears edible red fruit similar in appearance to a raspberry. "
raspberries,82.68595886230469,Wineberry,Thing,kg:/m/03lkyr,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTAKgnYO1qHikl5dLzktH_6b-HSk9TY-mY2OCzwoZFg_n3UgTsj,Plants,https://en.wikipedia.org/wiki/Rubus_phoenicolasius,"Rubus phoenicolasius is an Asian species of raspberry in the rose family, native to China, Japan, and Korea.
The species was introduced to Europe and North America as an ornamental plant and for its potential in breeding hybrid raspberries. "
raspberries,54.34421157836914,West Indian Raspberry,Thing,kg:/m/0463nlw,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRlAZi4e_eppRXXlVgLNQCJzvGNsnJzoM5M4EqrG_tBOc9l6Q6,Plants,https://en.wikipedia.org/wiki/Rubus_rosifolius,"Rubus rosifolius, also known as roseleaf bramble, Mauritius raspberry, thimbleberry Vanuatu raspberry and bramble of the Cape is a prickly subshrub native to rainforest and tall open forest of the Himalayas, East Asia, and eastern Australia.
"
raspberries,36.84292602539062,Native raspberry,Thing,kg:/m/04d_lqn,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTu2R9qpyTVBWwAoXnWjccrrFtdEBiaqx_U2lQbwJ7lkjzRmoFG,Plants,https://en.wikipedia.org/wiki/Rubus_parvifolius,"Rubus parvifolius, called Japanese bramble, or Australian raspberry in the United States or native raspberry in Australia is a species of plant in the rose family. It is a scrambling shrub native to eastern Asia and Australia. It has also become naturalized in a few scattered locations in the United States.
"
raspberries,24.2131519317627,Raspberries,Thing MusicGroup,kg:/m/01m1br6,,Pop band,https://en.wikipedia.org/wiki/Raspberries_(band),"Raspberries were an American pop rock band formed in 1970 from Cleveland, Ohio. They had a run of success in the early 1970s music scene with their pop rock sound, which Allmusic later described as featuring ""exquisitely crafted melodies and achingly gorgeous harmonies."" "
raspberries,7.0,Raspberries,Thing,kg:/g/11hdjd6nsm,,,,
raspberries,7.0,Raspberries,Thing MusicRecording,kg:/g/11c1vhpcyx,,,,
raspberries,7.0,Raspberries,MusicAlbum Thing,kg:/m/0f7v2_4,,Album by Jay O'Callahan,,
raspberries,7.0,Raspberries,Thing,kg:/g/11fy_3t2lh,,,,
raspberries,7.0,Raspberries,Thing MusicRecording,kg:/m/0spg7lk,,,,
rhubarb,3169.69189453125,Garden rhubarb,Thing,kg:/m/0fl3p,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQIdPNBfmFdzMRymJTKedOjMbL6rSUZPq6b2a99x4mis7xGE0eu,Vegetable,https://en.wikipedia.org/wiki/Rhubarb,"Rhubarb is a cultivated plant in the genus Rheum in the family Polygonaceae. It is a herbaceous perennial growing from short, thick rhizomes. Historically, different plants have been called ""rhubarb"" in English and used for two distinct purposes. The roots of some species were first used in medicine. Later, the fleshy, edible stalks of other species and hybrids were cooked and used for food. The large, triangular leaves contain high levels of oxalic acid, making them inedible. The small flowers are grouped in large compound leafy greenish-white to rose-red inflorescences.
The precise origin of culinary rhubarb is unknown. "
rhubarb,2255.85009765625,Rhubarb,Thing,kg:/m/076v7cb,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRP78P7VyvG_ODVZWV50JK2hjh-mqgkJagsEOHzgUIM5_nCwZ9X,Plants,https://en.wikipedia.org/wiki/Rheum_(plant),"Rheum is a genus of about 60 herbaceous perennial plants in the family Polygonaceae. Species are native to eastern Europe, southern and eastern temperate Asia, with a few reaching into northern tropical Asia. "
rhubarb,831.8453369140625,Bench-clearing brawl,Thing,kg:/m/0bz8t8,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTtpbhq1x2CbPXCcv3qtN4itSU8EeaG2LYsPDxIDsIGZd4fpOy0,,https://en.wikipedia.org/wiki/Bench-clearing_brawl,"A bench-clearing brawl, sometimes known as a basebrawl or a rhubarb, is a form of ritualistic fighting that occurs in sports, most notably baseball and ice hockey, in which every player on both teams leaves their dugouts, bullpens or benches, and charges the playing area in order to fight one another or try to break up a fight."
rhubarb,399.3723449707031,Japanese knotweed,Thing,kg:/m/09f49,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQDHh1igADK2yuGFvKlR90vB6VmmFhSqH927lYqm5232DrMymqA,Plants,https://en.wikipedia.org/wiki/Reynoutria_japonica,"Reynoutria japonica, synonyms Fallopia japonica and Polygonum cuspidatum, is a large species of herbaceous perennial plant of the knotweed and buckwheat family Polygonaceae. It is commonly known as Asian knotweed or Japanese knotweed. It is native to East Asia in Japan, China and Korea. "
rhubarb,356.1341552734375,Rhubarb pie,Thing,kg:/m/0bjdsn,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR6KFvmKqoDRzUGBQCyksetgYlVJUYU41FvBV2oIBOVipcTN3Zk,Pie,https://en.wikipedia.org/wiki/Rhubarb_pie,"Rhubarb pie is a pie with a rhubarb filling. Popular in the UK, where rhubarb has been cultivated since the 1600s, and the leaf stalks eaten since the 1700s. "
rhubarb,192.5721893310547,Rhubarb,Thing Movie,kg:/g/11cmqks6m2,,2014 film,,
rhubarb,186.4750671386719,Les Paul,Person Thing,kg:/m/01w7pq5,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSQW4plsg_AelEvWd0FZwsJpBXmqFEgIcy3KqEAEt9gCo-uQx1k,American jazz guitarist,https://en.wikipedia.org/wiki/Les_Paul,"Lester William Polsfuss, known as Les Paul, was an American jazz, country, and blues guitarist, songwriter, luthier, and inventor. "
rhubarb,155.6212310791016,Orangey,Thing,kg:/m/0cd1cz,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRupWzNH1eN4SrdOskVtJIIIFegVLmS7vyU6Y2MJPNWz8u0DmJ_,Film actor,https://en.wikipedia.org/wiki/Orangey,"Orangey, a male marmalade tabby cat, was an animal actor owned and trained by the cinematic animal handler Frank Inn.
Orangey had a prolific career in film and television in the 1950s and early 1960s and was the only cat to win two PATSY Awards, the first for the title role in Rhubarb, a story about a cat who inherits a fortune, and the second for his portrayal of ""Cat"" in Breakfast at Tiffany's. "
rhubarb,148.8283081054688,Fuki,Thing,kg:/m/0gphrj,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSTwecqlfcXVg6VFGqujo6G5v9DZtcsce-LhgXRNs6IRH3nJvvF,Plants,https://en.wikipedia.org/wiki/Petasites_japonicus,"Petasites japonicus, also known as butterbur, giant butterbur, great butterbur and sweet-coltsfoot, is an herbaceous perennial plant in the family Asteraceae. It is native to China, Japan, Korea and Sakhalin and introduced in Europe and North America. It was introduced to southern British Columbia by Japanese immigrants."
rhubarb,118.9769897460938,Chilean rhubarb,Thing,kg:/m/0266dlf,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS3glfuvk2mSHnWBaTCauTRTnLVkKSxoSh22VgOEWnPZn1PCFQ-,Plants,https://en.wikipedia.org/wiki/Gunnera_tinctoria,"Gunnera tinctoria, known as giant rhubarb or Chilean rhubarb, is a flowering plant species native to southern Chile and neighbouring zones in Argentina. "
rhubarb,81.87162017822266,Gunnera manicata,Thing,kg:/m/0266djq,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKWBQOVvlODOpLHUSB_nYZgg8kGBkS_92LYmydMcjrJ1C6ODbc,Plants,https://en.wikipedia.org/wiki/Gunnera_manicata,"Gunnera manicata, known as Brazilian giant-rhubarb giant rhubarb, or dinosaur food, is a species of flowering plant in the Gunneraceae family from Brazil.
It is a large, clump-forming herbaceous perennial growing to 2.5 m tall by 4 m or more. The leaves of G. manicata grow to an impressive size. "
rhubarb,78.5615234375,Rheum ribes,Thing,kg:/m/0jt959k,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRue-E4DbXIagWM7I0RDp7uWiQ9nMVBiHJNslFo4TA53mGGN1Xk,Plants,https://en.wikipedia.org/wiki/Rheum_ribes,"Rheum ribes, the Syrian rhubarb or currant-fruited rhubarb, or warty-leaved rhubarb, is an edible wild rhubarb species in the genus Rheum. "
rhubarb,70.94244384765625,Rhubarb Triangle,Place TouristAttraction Thing,kg:/m/07zm43,,,https://en.wikipedia.org/wiki/Rhubarb_Triangle,"The Rhubarb Triangle is a 9-square-mile triangle in West Yorkshire, England between Wakefield, Morley and Rothwell famous for producing early forced rhubarb. It includes Kirkhamgate, East Ardsley, Stanley, Lofthouse and Carlton. "
